QUANTITYORDERED,PRICEEACH,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,CITY,STATE,POSTALCODE,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
38,100,5340.9,22/02/2005,Shipped,1,2,2005,Classic Cars,S18_4027,Euro Shopping Channel,+(915559444,"C/ Moralzarzal, 86",Madrid,Madrid,28034,Spain,Freyre,Diego,Medium
37,100,6376.58,15/03/2005,Shipped,1,3,2005,Classic Cars,S18_4027,Euro Shopping Channel,+(915559444,"C/ Moralzarzal, 86",Madrid,Madrid,28034,Spain,Freyre,Diego,Medium
49,100,6896.75,05/05/2005,Shipped,2,5,2005,Classic Cars,S18_4027,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,CT,97562,USA,King,Julie,Medium
22,86.51,1903.22,06/01/2003,Shipped,1,1,2003,Vintage Cars,S18_4409,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,NH,62005,USA,Young,Valarie,Small
28,89.27,2499.56,18/03/2003,Shipped,1,3,2003,Vintage Cars,S18_4409,"AV Stores, Co.",+(1715551555,Fauntleroy Circus,Manchester,Manchester,EC2 5NT,UK,Ashworth,Victoria,Small
36,85.59,3081.24,21/05/2003,Shipped,2,5,2003,Vintage Cars,S18_4409,Signal Gift Stores,7025551838,8489 Strong St.,Las Vegas,NV,83030,USA,King,Sue,Medium
34,100,3598.22,11/09/2003,Shipped,3,9,2003,Vintage Cars,S18_4409,"Anna's Decorations, Ltd",299368555,201 Miller Street,North Sydney,NSW,2060,Australia,O'Hara,Anna,Medium
39,100,3912.09,18/10/2003,Shipped,4,10,2003,Vintage Cars,S18_4409,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,CA,0,USA,Brown,Julie,Medium
21,75.46,1584.66,05/11/2003,Shipped,4,11,2003,Vintage Cars,S18_4409,Rovelli Gifts,35640555,Via Ludovico il Moro 22,Bergamo,Bergamo,24100,Italy,Rovelli,Giovanni,Small
36,100,3942.72,12/11/2003,Shipped,4,11,2003,Vintage Cars,S18_4409,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Medium
24,97.55,2341.2,21/11/2003,Shipped,4,11,2003,Vintage Cars,S18_4409,"Australian Collectables, Ltd",61938446555,7 Allen Street,Glen Waverly,Victoria,3150,Australia,Connery,Sean,Small
29,85.59,2482.11,02/12/2003,Shipped,4,12,2003,Vintage Cars,S18_4409,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,NY,10022,USA,Young,Jeff,Small
38,94.79,3602.02,22/01/2004,Shipped,1,1,2004,Vintage Cars,S18_4409,"Double Decker Gift Stores, Ltd",+(1715557555,120 Hanover Sq.,London,London,WA1 1DP,UK,Hardy,Thomas,Medium
34,100,3566.94,02/03/2004,Shipped,1,3,2004,Vintage Cars,S18_4409,"Saveley & Henriot, Co.",78325555,"2, rue du Commerce",Lyon,Lyon,69004,France,Saveley,Mary,Medium
42,90.19,3787.98,13/04/2004,Shipped,2,4,2004,Vintage Cars,S18_4409,Mini Caravy,88601555,"24, place Kluber",Strasbourg,Strasbourg,67000,France,Citeaux,Frederique,Medium
35,100,3704.05,17/08/2004,Shipped,3,8,2004,Vintage Cars,S18_4409,Amica Models & Co.,114988555,Via Monte Bianco 34,Torino,Torino,10100,Italy,Accorti,Paolo,Medium
35,80.99,2834.65,01/09/2004,Shipped,3,9,2004,Vintage Cars,S18_4409,Handji Gifts& Co,652241555,Village Close - 106 Linden Road Sandown,Singapore,Singapore,69045,Singapore,Victorino,Wendy,Small
38,89.27,3392.26,06/10/2003,Shipped,4,10,2003,Vintage Cars,S18_4409,"UK Collectables, Ltd.",+(1715552282,Berkeley Gardens 12  Brewery,Liverpool,Liverpool,WX1 6LT,UK,Devon,Elizabeth,Medium
41,81.91,3358.31,16/10/2004,Shipped,4,10,2004,Vintage Cars,S18_4409,Euro Shopping Channel,+(915559444,"C/ Moralzarzal, 86",Madrid,Madrid,28034,Spain,Freyre,Diego,Medium
50,100,7310,17/11/2004,Shipped,4,11,2004,Vintage Cars,S18_4409,"AV Stores, Co.",+(1715551555,Fauntleroy Circus,Manchester,Manchester,EC2 5NT,UK,Ashworth,Victoria,Large
21,100,2203.11,25/11/2004,Shipped,4,11,2004,Vintage Cars,S18_4409,Marseille Mini Autos,91244555,"12, rue des Bouchers",Marseille,Marseille,13008,France,Lebihan,Laurence,Small
43,62.72,2696.96,12/01/2005,Resolved,1,1,2005,Vintage Cars,S18_4409,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,CA,90003,USA,Young,Julie,Small
32,100,3376.64,16/02/2005,Shipped,1,2,2005,Vintage Cars,S18_4409,Euro Shopping Channel,+(915559444,"C/ Moralzarzal, 86",Madrid,Madrid,28034,Spain,Freyre,Diego,Medium
6,90.19,541.14,22/04/2005,On Hold,2,4,2005,Vintage Cars,S18_4409,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,CA,94217,USA,Frick,Sue,Small
66,92.95,6134.7,29/05/2005,In Process,2,5,2005,Vintage Cars,S18_4409,Souveniers And Things Co.,61294958555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,2067,Australia,Huxley,Adrian,Medium
41,82.5,3382.5,11/02/2003,Shipped,1,2,2003,Vintage Cars,S18_4522,Danish Wholesale Imports,31123555,Vinb'ltet 34,Kobenhavn,Kobenhavn,1734,Denmark,Petersen,Jytte,Medium
23,97.42,2240.66,16/04/2003,Shipped,2,4,2003,Vintage Cars,S18_4522,"Dragon Souveniers, Ltd.",652217555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,79903,Singapore,Natividad,Eric,Small
43,92.16,3962.88,06/06/2003,Shipped,2,6,2003,Vintage Cars,S18_4522,Euro Shopping Channel,+(915559444,"C/ Moralzarzal, 86",Madrid,Madrid,28034,Spain,Freyre,Diego,Medium
24,70.22,1685.28,08/08/2003,Shipped,3,8,2003,Vintage Cars,S18_4522,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Small
22,83.38,1834.36,28/09/2003,Shipped,3,9,2003,Vintage Cars,S18_4522,Euro Shopping Channel,+(915559444,"C/ Moralzarzal, 86",Madrid,Madrid,28034,Spain,Freyre,Diego,Small
26,73.73,1916.98,21/10/2003,Shipped,4,10,2003,Vintage Cars,S18_4522,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,MA,50553,USA,Benitez,Violeta,Small
35,74.6,2611,07/11/2003,Shipped,4,11,2003,Vintage Cars,S18_4522,CAF Imports,34913728555,"Merchants House, 27-30 Merchant's Quay",Madrid,Madrid,28023,Spain,Fernandez,Jesus,Small
47,77.24,3630.28,14/11/2003,Shipped,4,11,2003,Vintage Cars,S18_4522,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,MA,50553,USA,Tam,Wing C,Medium
50,100,5090.5,26/11/2003,Shipped,4,11,2003,Vintage Cars,S18_4522,Enaco Distributors,+(932034555,"Rambla de Catalu¤a, 23",Barcelona,Barcelona,8022,Spain,Saavedra,Eduardo,Medium
45,87.77,3949.65,02/01/2004,Shipped,1,1,2004,Vintage Cars,S18_4522,"Saveley & Henriot, Co.",78325555,"2, rue du Commerce",Lyon,Lyon,69004,France,Saveley,Mary,Medium
39,89.53,3491.67,18/02/2004,Shipped,1,2,2004,Vintage Cars,S18_4522,Petit Auto,+(02555467,Rue Joseph-Bens 532,Bruxelles,Bruxelles,B-1180,Belgium,Dewey,Catherine,Medium
23,89.53,2059.19,20/03/2004,Shipped,1,3,2004,Vintage Cars,S18_4522,giftsbymail.co.uk,+(1985558888,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,Bennett,Helen,Small
42,75.48,3170.16,07/05/2004,Cancelled,2,5,2004,Vintage Cars,S18_4522,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,NY,10022,USA,Yu,Kwai,Medium
20,89.53,1790.6,17/06/2004,Shipped,2,6,2004,Vintage Cars,S18_4522,Quebec Home Shopping Network,+(5145558054,43 rue St. Laurent,Montreal,Quebec,H1J 1C3,Canada,Fresnisre,Jean,Small
33,71.09,2345.97,21/07/2004,Shipped,3,7,2004,Vintage Cars,S18_4522,Petit Auto,+(02555467,Rue Joseph-Bens 532,Bruxelles,Bruxelles,B-1180,Belgium,Dewey,Catherine,Small
34,100,3580.88,20/08/2004,Shipped,3,8,2004,Vintage Cars,S18_4522,"Royal Canadian Collectables, Ltd.",+(6045554555,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,Lincoln,Elizabeth,Medium
49,100,4946.06,09/09/2004,Shipped,3,9,2004,Vintage Cars,S18_4522,Amica Models & Co.,114988555,Via Monte Bianco 34,Torino,Torino,10100,Italy,Accorti,Paolo,Medium
39,90.4,3525.6,14/10/2004,Shipped,4,10,2004,Vintage Cars,S18_4522,"AV Stores, Co.",+(1715551555,Fauntleroy Circus,Manchester,Manchester,EC2 5NT,UK,Ashworth,Victoria,Medium
36,100,3602.16,29/10/2004,Shipped,4,10,2004,Vintage Cars,S18_4522,La Rochelle Gifts,40678555,"67, rue des Cinquante Otages",Nantes,Nantes,44000,France,Labrune,Janine,Medium
50,86.01,4300.5,09/11/2004,Shipped,4,11,2004,Vintage Cars,S18_4522,"Volvo Model Replicas, Co",921123555,Berguvsvgen  8,Lule,Lule,S-958 22,Sweden,Berglund,Christina,Medium
29,100,4498.19,21/11/2004,Shipped,4,11,2004,Vintage Cars,S18_4522,Classic Legends Inc.,2125558493,5905 Pompton St.,NYC,NY,10022,USA,Hernandez,Maria,Medium
30,100,3023.1,02/12/2004,Shipped,4,12,2004,Vintage Cars,S18_4522,Euro Shopping Channel,+(915559444,"C/ Moralzarzal, 86",Madrid,Madrid,28034,Spain,Freyre,Diego,Medium
41,86.89,3562.49,26/01/2005,Shipped,1,1,2005,Vintage Cars,S18_4522,"Tokyo Collectables, Ltd",81335840555,2-2-8 Roppongi,Minato-ku,Tokyo,106-0032,Japan,Shimamura,Akiko,Medium
28,58.58,1640.24,22/02/2005,Shipped,1,2,2005,Vintage Cars,S18_4522,Euro Shopping Channel,+(915559444,"C/ Moralzarzal, 86",Madrid,Madrid,28034,Spain,Freyre,Diego,Small
45,100,4739.4,23/03/2005,Shipped,1,3,2005,Vintage Cars,S18_4522,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Medium
16,75.48,1207.68,06/05/2005,On Hold,2,5,2005,Vintage Cars,S18_4522,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Boston,MA,51003,USA,Yoshido,Juri,Small
36,100,4228.2,29/01/2003,Shipped,1,1,2003,Trucks and Buses,S18_4600,Baane Mini Imports,7989555,Erling Skakkes gate 78,Stavern,Stavern,4110,Norway,Bergulfsen,Jonas,Medium
41,100,4815.45,01/04/2003,Shipped,2,4,2003,Trucks and Buses,S18_4600,"La Corne D'abondance, Co.",+(142342555,"265, boulevard Charonne",Paris,Paris,75012,France,Bertrand,Marie,Medium
50,100,7083,28/05/2003,Shipped,2,5,2003,Trucks and Buses,S18_4600,"Corrida Auto Replicas, Ltd",+(915552282,"C/ Araquil, 67",Madrid,Madrid,28023,Spain,Sommer,Mart¡n,Large
40,100,4601.2,24/07/2003,Shipped,3,7,2003,Trucks and Buses,S18_4600,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,CA,94217,USA,Hirano,Juri,Medium
49,100,6467.02,19/09/2003,Shipped,3,9,2003,Trucks and Buses,S18_4600,"Dragon Souveniers, Ltd.",652217555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,79903,Singapore,Natividad,Eric,Medium
45,100,5012.55,21/10/2003,Resolved,4,10,2003,Trucks and Buses,S18_4600,Mini Auto Werke,76753555,Kirchgasse 6,Graz,Graz,8010,Austria,Mendel,Roland,Medium
47,100,5121.59,06/11/2003,Shipped,4,11,2003,Trucks and Buses,S18_4600,"Stylish Desk Decors, Co.",+(1715550297,35 King George,London,London,WX3 6FW,UK,Brown,Ann,Medium
21,100,2441.04,13/11/2003,Shipped,4,11,2003,Trucks and Buses,S18_4600,"Classic Gift Ideas, Inc",2155554695,782 First Street,Philadelphia,PA,71270,USA,Cervantes,Francisca,Small
32,100,4262.08,25/11/2003,Shipped,4,11,2003,Trucks and Buses,S18_4600,"Saveley & Henriot, Co.",78325555,"2, rue du Commerce",Lyon,Lyon,69004,France,Saveley,Mary,Medium
47,100,6658.02,09/12/2003,Shipped,4,12,2003,Trucks and Buses,S18_4600,Diecast Collectables,6175552555,6251 Ingle Ln.,Boston,MA,51003,USA,Franco,Valarie,Medium
38,100,4509.08,04/02/2004,Shipped,1,2,2004,Trucks and Buses,S18_4600,Handji Gifts& Co,652241555,Village Close - 106 Linden Road Sandown,Singapore,Singapore,69045,Singapore,Victorino,Wendy,Medium
41,100,4716.23,11/03/2004,Shipped,1,3,2004,Trucks and Buses,S18_4600,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Medium
21,100,2390.22,04/05/2004,Shipped,2,5,2004,Trucks and Buses,S18_4600,Super Scale Inc.,2035559545,567 North Pendale Street,New Haven,CT,97823,USA,Murphy,Leslie,Small
41,100,4666.62,15/06/2004,Shipped,2,6,2004,Trucks and Buses,S18_4600,Handji Gifts& Co,652241555,Village Close - 106 Linden Road Sandown,Singapore,Singapore,69045,Singapore,Victorino,Wendy,Medium
38,100,5383.08,19/07/2004,Shipped,3,7,2004,Trucks and Buses,S18_4600,Souveniers And Things Co.,61294958555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,2067,Australia,Huxley,Adrian,Medium
25,99.29,2482.25,19/08/2004,Shipped,3,8,2004,Trucks and Buses,S18_4600,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,PA,70267,USA,Yu,Kyung,Small
48,100,5288.64,08/09/2004,Shipped,3,9,2004,Trucks and Buses,S18_4600,Scandinavian Gift Ideas,695346555,?kergatan 24,Boras,Boras,S-844 67,Sweden,Larsson,Maria,Medium
22,99.29,2184.38,13/10/2004,Shipped,4,10,2004,Trucks and Buses,S18_4600,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,MA,51247,USA,Hernandez,Marta,Small
28,100,2881.76,22/10/2004,Shipped,4,10,2004,Trucks and Buses,S18_4600,Canadian Gift Exchange Network,+(6045553392,1900 Oak St.,Vancouver,BC,V3F 2K1,Canada,Tannamuri,Yoshi,Small
47,100,6203.06,05/11/2004,Shipped,4,11,2004,Trucks and Buses,S18_4600,"Blauer See Auto, Co.",4.96967E+11,Lyonerstr. 34,Frankfurt,Frankfurt,60528,Germany,Keitel,Roland,Medium
49,100,6763.47,19/11/2004,On Hold,4,11,2004,Trucks and Buses,S18_4600,"Volvo Model Replicas, Co",921123555,Berguvsvgen  8,Lule,Lule,S-958 22,Sweden,Berglund,Christina,Medium
45,100,5884.65,29/11/2004,Shipped,4,11,2004,Trucks and Buses,S18_4600,"Australian Collectors, Co.",395204555,636 St Kilda Road,Melbourne,Victoria,3004,Australia,Ferguson,Peter,Medium
28,100,3559.64,10/12/2004,Shipped,4,12,2004,Trucks and Buses,S18_4600,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Medium
29,57.53,1668.37,20/01/2005,Shipped,1,1,2005,Trucks and Buses,S18_4600,"Anna's Decorations, Ltd",299368555,201 Miller Street,North Sydney,NSW,2060,Australia,O'Hara,Anna,Small
39,100,4890.6,17/02/2005,Shipped,1,2,2005,Trucks and Buses,S18_4600,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Medium
46,100,5235.72,01/05/2005,Shipped,2,5,2005,Trucks and Buses,S18_4600,Quebec Home Shopping Network,+(5145558054,43 rue St. Laurent,Montreal,Quebec,H1J 1C3,Canada,Fresnisre,Jean,Medium
38,100,4325.16,31/05/2005,In Process,2,5,2005,Trucks and Buses,S18_4600,La Rochelle Gifts,40678555,"67, rue des Cinquante Otages",Nantes,Nantes,44000,France,Labrune,Janine,Medium
41,47.29,1938.89,29/01/2003,Shipped,1,1,2003,Vintage Cars,S18_4668,Baane Mini Imports,7989555,Erling Skakkes gate 78,Stavern,Stavern,4110,Norway,Bergulfsen,Jonas,Small
50,49.81,2490.5,26/03/2003,Shipped,1,3,2003,Vintage Cars,S18_4668,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Small
43,53.83,2314.69,28/05/2003,Shipped,2,5,2003,Vintage Cars,S18_4668,"Corrida Auto Replicas, Ltd",+(915552282,"C/ Araquil, 67",Madrid,Madrid,28023,Spain,Sommer,Mart¡n,Small
29,43.27,1254.83,24/07/2003,Shipped,3,7,2003,Vintage Cars,S18_4668,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,CA,94217,USA,Hirano,Juri,Small
30,42.76,1282.8,19/09/2003,Shipped,3,9,2003,Vintage Cars,S18_4668,"Dragon Souveniers, Ltd.",652217555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,79903,Singapore,Natividad,Eric,Small
25,53.83,1345.75,21/10/2003,Resolved,4,10,2003,Vintage Cars,S18_4668,Mini Auto Werke,76753555,Kirchgasse 6,Graz,Graz,8010,Austria,Mendel,Roland,Small
49,44.78,2194.22,06/11/2003,Shipped,4,11,2003,Vintage Cars,S18_4668,"Australian Gift Network, Co",61738446555,31 Duncan St. West End,South Brisbane,Queensland,4101,Australia,Calaghan,Tony,Small
40,49.3,1972,13/11/2003,Shipped,4,11,2003,Vintage Cars,S18_4668,"Classic Gift Ideas, Inc",2155554695,782 First Street,Philadelphia,PA,71270,USA,Cervantes,Francisca,Small
41,44.78,1835.98,25/11/2003,Shipped,4,11,2003,Vintage Cars,S18_4668,"Saveley & Henriot, Co.",78325555,"2, rue du Commerce",Lyon,Lyon,69004,France,Saveley,Mary,Small
21,53.33,1119.93,05/12/2003,Shipped,4,12,2003,Vintage Cars,S18_4668,Canadian Gift Exchange Network,+(6045553392,1900 Oak St.,Vancouver,BC,V3F 2K1,Canada,Tannamuri,Yoshi,Small
46,45.28,2082.88,29/01/2004,Shipped,1,1,2004,Vintage Cars,S18_4668,West Coast Collectables Co.,3105553722,3675 Furth Circle,Burbank,CA,94019,USA,Thompson,Steve,Small
39,40.25,1569.75,11/03/2004,Shipped,1,3,2004,Vintage Cars,S18_4668,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Small
45,59.87,2694.15,04/05/2004,Shipped,2,5,2004,Vintage Cars,S18_4668,Super Scale Inc.,2035559545,567 North Pendale Street,New Haven,CT,97823,USA,Murphy,Leslie,Small
21,59.87,1257.27,15/06/2004,Shipped,2,6,2004,Vintage Cars,S18_4668,"Tokyo Collectables, Ltd",81335840555,2-2-8 Roppongi,Minato-ku,Tokyo,106-0032,Japan,Shimamura,Akiko,Small
44,58.36,2567.84,19/07/2004,Shipped,3,7,2004,Vintage Cars,S18_4668,Souveniers And Things Co.,61294958555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,2067,Australia,Huxley,Adrian,Small
44,59.87,2634.28,19/08/2004,Shipped,3,8,2004,Vintage Cars,S18_4668,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,PA,70267,USA,Yu,Kyung,Small
29,51.82,1502.78,08/09/2004,Shipped,3,9,2004,Vintage Cars,S18_4668,Scandinavian Gift Ideas,695346555,?kergatan 24,Boras,Boras,S-844 67,Sweden,Larsson,Maria,Small
34,49.3,1676.2,11/10/2004,Shipped,4,10,2004,Vintage Cars,S18_4668,Auto Assoc. & Cie.,30598555,"67, avenue de l'Europe",Versailles,Versailles,78000,France,Tonini,Daniel,Small
39,56.85,2217.15,21/10/2004,Shipped,4,10,2004,Vintage Cars,S18_4668,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Small
38,100,6832.02,05/11/2004,Shipped,4,11,2004,Vintage Cars,S18_4668,Vitachrome Inc.,2125551500,2678 Kingston Rd.,NYC,NY,10022,USA,Frick,Michael,Medium
24,79.86,1916.64,18/11/2004,Shipped,4,11,2004,Vintage Cars,S18_4668,Mini Wheels Co.,6505555787,5557 North Pendale Street,San Francisco,CA,0,USA,Murphy,Julie,Small
29,100,7110.8,01/11/2004,Shipped,4,11,2004,Vintage Cars,S18_4668,"Corrida Auto Replicas, Ltd",+(915552282,"C/ Araquil, 67",Madrid,Madrid,28023,Spain,Sommer,Mart¡n,Large
30,100,5302.8,10/12/2004,Shipped,4,12,2004,Vintage Cars,S18_4668,Euro Shopping Channel,+(915559444,"C/ Moralzarzal, 86",Madrid,Madrid,28034,Spain,Freyre,Diego,Medium
20,100,2730,20/01/2005,Shipped,1,1,2005,Vintage Cars,S18_4668,"Anna's Decorations, Ltd",299368555,201 Miller Street,North Sydney,NSW,2060,Australia,O'Hara,Anna,Small
39,100,7827.3,17/02/2005,Shipped,1,2,2005,Vintage Cars,S18_4668,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Large
35,59.87,2095.45,01/05/2005,Shipped,2,5,2005,Vintage Cars,S18_4668,Quebec Home Shopping Network,+(5145558054,43 rue St. Laurent,Montreal,Quebec,H1J 1C3,Canada,Fresnisre,Jean,Small
26,59.87,1556.62,31/05/2005,In Process,2,5,2005,Vintage Cars,S18_4668,Euro Shopping Channel,+(915559444,"C/ Moralzarzal, 86",Madrid,Madrid,28034,Spain,Freyre,Diego,Small
44,100,5565.12,03/03/2003,Shipped,1,3,2003,Classic Cars,S18_4721,Cruz & Sons Co.,6325553587,15 McCallum Street - NatWest Center #13-03,Makati City,Makati City,1227 MM,Philippines,Cruz,Arnold,Medium
28,100,3583.16,08/05/2003,Shipped,2,5,2003,Classic Cars,S18_4721,Marseille Mini Autos,91244555,"12, rue des Bouchers",Marseille,Marseille,13008,France,Lebihan,Laurence,Medium
31,100,4705.18,02/07/2003,Shipped,3,7,2003,Classic Cars,S18_4721,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Medium
29,100,4444.54,03/09/2003,Shipped,3,9,2003,Classic Cars,S18_4721,Gift Ideas Corp.,2035554407,2440 Pompton St.,Glendale,CT,97561,USA,Lewis,Dan,Medium
32,100,4618.88,10/10/2003,Shipped,4,10,2003,Classic Cars,S18_4721,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,CA,0,USA,Brown,Julie,Medium
33,100,4910.4,04/11/2003,Shipped,4,11,2003,Classic Cars,S18_4721,"Anna's Decorations, Ltd",299368555,201 Miller Street,North Sydney,NSW,2060,Australia,O'Hara,Anna,Medium
44,100,5565.12,11/11/2003,Shipped,4,11,2003,Classic Cars,S18_4721,Daedalus Designs Imports,20161555,"184, chausse de Tournai",Lille,Lille,59000,France,Rance,Martine,Medium
32,100,4237.76,20/11/2003,Shipped,4,11,2003,Classic Cars,S18_4721,"Toms Spezialitten, Ltd",2215554327,Mehrheimerstr. 369,Koln,Koln,50739,Germany,Pfalzheim,Henriette,Medium
41,100,5673.58,15/01/2004,Shipped,1,1,2004,Classic Cars,S18_4721,Auto Canal Petit,+(147556555,"25, rue Lauriston",Paris,Paris,75016,France,Perrier,Dominique,Medium
35,100,5260.15,22/02/2004,Shipped,1,2,2004,Classic Cars,S18_4721,"Vida Sport, Ltd",897034555,Grenzacherweg 237,Gensve,Gensve,1203,Switzerland,Holz,Michael,Medium
44,100,6350.96,09/04/2004,Shipped,2,4,2004,Classic Cars,S18_4721,Danish Wholesale Imports,31123555,Vinb'ltet 34,Kobenhavn,Kobenhavn,1734,Denmark,Petersen,Jytte,Medium
26,100,3559.4,26/05/2004,Shipped,2,5,2004,Classic Cars,S18_4721,Auto Canal Petit,+(147556555,"25, rue Lauriston",Paris,Paris,75016,France,Perrier,Dominique,Medium
20,100,2410.6,30/06/2004,Shipped,2,6,2004,Classic Cars,S18_4721,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Boston,MA,51003,USA,Yoshido,Juri,Small
48,100,5713.92,02/08/2004,Shipped,3,8,2004,Classic Cars,S18_4721,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,Brickhaven,MA,58339,USA,Barajas,Miguel,Medium
34,100,4300.32,30/08/2004,Shipped,3,8,2004,Classic Cars,S18_4721,"Vida Sport, Ltd",897034555,Grenzacherweg 237,Gensve,Gensve,1203,Switzerland,Holz,Michael,Medium
49,100,7947.31,30/09/2004,Shipped,3,9,2004,Classic Cars,S18_4721,"Toys of Finland, Co.",902248555,Keskuskatu 45,Helsinki,Helsinki,21240,Finland,Karttunen,Matti,Large
40,100,5356.8,16/10/2004,Shipped,4,10,2004,Classic Cars,S18_4721,"Toms Spezialitten, Ltd",2215554327,Mehrheimerstr. 369,Koln,Koln,50739,Germany,Pfalzheim,Henriette,Medium
45,100,7901.1,03/11/2004,Shipped,4,11,2004,Classic Cars,S18_4721,Microscale Inc.,2125551957,5290 North Pendale Street,NYC,NY,10022,USA,Kuo,Kee,Large
50,100,6101,16/11/2004,Shipped,4,11,2004,Classic Cars,S18_4721,Cruz & Sons Co.,6325553587,15 McCallum Street - NatWest Center #13-03,Makati City,Makati City,1227 MM,Philippines,Cruz,Arnold,Medium
38,100,6276.46,24/11/2004,Shipped,4,11,2004,Classic Cars,S18_4721,"Australian Collectors, Co.",395204555,636 St Kilda Road,Melbourne,Victoria,3004,Australia,Ferguson,Peter,Medium
25,100,4203.5,07/12/2004,Shipped,4,12,2004,Classic Cars,S18_4721,Euro Shopping Channel,+(915559444,"C/ Moralzarzal, 86",Madrid,Madrid,28034,Spain,Freyre,Diego,Medium
28,58.18,1629.04,06/01/2005,Shipped,1,1,2005,Classic Cars,S18_4721,Suominen Souveniers,35898045555,"Software Engineering Center, SEC Oy",Espoo,Espoo,FIN-02271,Finland,Suominen,Kalle,Small
49,67.14,3289.86,10/02/2005,Shipped,1,2,2005,Classic Cars,S18_4721,Euro Shopping Channel,+(915559444,"C/ Moralzarzal, 86",Madrid,Madrid,28034,Spain,Freyre,Diego,Medium
49,100,6862.94,04/03/2005,Shipped,1,3,2005,Classic Cars,S18_4721,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Medium
42,61.29,2574.18,18/03/2003,Shipped,1,3,2003,Classic Cars,S18_4933,"AV Stores, Co.",+(1715551555,Fauntleroy Circus,Manchester,Manchester,EC2 5NT,UK,Ashworth,Victoria,Small
23,57.73,1327.79,21/05/2003,Shipped,2,5,2003,Classic Cars,S18_4933,Signal Gift Stores,7025551838,8489 Strong St.,Las Vegas,NV,83030,USA,King,Sue,Small
29,81.25,2356.25,11/09/2003,Shipped,3,9,2003,Classic Cars,S18_4933,"Anna's Decorations, Ltd",299368555,201 Miller Street,North Sydney,NSW,2060,Australia,O'Hara,Anna,Small
25,80.54,2013.5,17/10/2003,Shipped,4,10,2003,Classic Cars,S18_4933,Heintze Collectables,86213555,Smagsloget 45,Aaarhus,Aaarhus,8200,Denmark,Ibsen,Palle,Small
